序號,縣市別,鄉/鎮/市/區,服務村里,申請單位名稱,地址,聯絡人,電話,"服務起始日
342,臺北市,大安區,黎元里;黎孝里;黎和里;芳和里;,社團法人台灣厝邊有愛關懷協會(六張犁),臺北市大安區黎元里臺北市臥龍街215號,白惠芳,02-23636356,107/10/26,25.0185119,121.5535662
343,臺北市,大安區,龍坡里;古風里;,臺北市大安區古風里辦公處,臺北市大安區古風里辛亥路1段141號1樓,孔憲娟,02-33651622,,25.00046,121.5545729
344,臺北市,文山區,,臺北市文山區萬美里辦公處,臺北市文山區萬美里萬美街2段2巷6號及萬美街1段51號3樓,鄧瑞興,0939-139033,,25.00309,121.5622107
345,臺北市,文山區,景美里;,財團法人佳醫健康基金會,臺北市文山區景美里台北市文山區羅斯福路六段336號(滬江高中信義樓101教室),張綺鈺,0984-367171,,24.9894519,121.5389166
346,臺北市,文山區,興邦里;興業里;興旺里;,台北市文山區德芳社區發展協會,臺北市文山區興邦里興隆路2段153巷6弄5號1樓；興隆路2段97號四樓,許春綢,0952-572176,,25.0012313,121.5480853
347,臺北市,文山區,萬有里;,社團法人臺北市文山區三福社區發展協會,臺北市文山區萬有里興隆路1段238之1號1樓,湯坤錚,0988-622378,,24.999017,121.5453128
348,臺北市,文山區,華興里;,臺北市文山區華興里辦公處,臺北市文山區華興里木柵路1段264號,陳峙穎,0905-991580,,24.9901592,121.5519858
349,臺北市,文山區,樟文里;樟林里;樟新里;順興里;明興里;樟腳里;,台北市文山區樟林社區發展協會,臺北市文山區樟文里木新路3段310巷4號2樓之1,邱秀玲,02-29369071,,24.9815419,121.5575135
350,臺北市,文山區,景華里;景行里;景美里;,財團法人臺北市松年長春社會福利基金會(景華),臺北市文山區景華里景華街49巷1號,蔡欣恬,25000261,107/07/30,24.9952774,121.5427611
351,臺北市,文山區,景慶里;景仁里;景美里;,台北市文山區景慶社區發展協會,臺北市文山區景慶里景福街126號， 羅斯福路6段393號6.8樓,羅源發,0922-313747,095/05/24,24.9958088,121.5359126
352,臺北市,文山區,,臺北市文山區指南里辦公處,臺北市文山區指南里指南路3段33巷34號1樓,張佳南,0911-841871,,24.9844118,121.5805488
353,臺北市,文山區,,臺北市文山區景東里辦公處,臺北市文山區景東里景興路153巷1號1樓,高鳳謙,0932-308802,,24.9937915,121.5449911
354,臺北市,文山區,興業里;,台北市向榮社福協進會,臺北市文山區興業里興隆路2段160號10樓,顏錫銘,0931-041002,,25.0015727,121.5514273
355,臺北市,文山區,萬芳里;明興里;博嘉里;萬美里;,社團法人台北市基督教萬芳浸信會,臺北市文山區萬芳里萬美街一段19巷五號一樓,連虔誠,0222303518,107/10/22,25.00226,121.568193
356,臺北市,文山區,忠順里;順興里;樟林里;樟新里;明義里;樟文里;,臺北市文山區忠順社區發展協會,臺北市文山區忠順里興隆路4段145巷30號,賴秀麗,02-29399569,103/01/01,24.985098,121.5629575
357,臺北市,文山區,景慶里;景美里;景仁里;景行里;萬隆里;景華里;,台北市梘尾關懷互助協會,臺北市文山區景慶里萬慶街6號，羅斯福路6段393號6樓                    ,鄧愛珠,8935-1788,107/10/22,24.9922808,121.540284
358,臺北市,文山區,,臺北市文山區興得里辦公處,臺北市文山區興得里興隆路3段222號,曾瑞城,0920-664489,,24.9970954,121.5592325
359,臺北市,文山區,,慈濟木柵環保教育站,臺北市文山區景行里木柵路5段100號-1,慈濟台北東區聯落處,02-27662209,104/09/09,24.9911815,121.5419957
360,臺北市,文山區,樟新里;樟文里;樟腳里;樟樹里;,臺北市文山區樟新社區發展協會,臺北市文山區樟新里一壽街22號9樓教室二、教室一、大廳,范世川,0972246031,107/08/20,24.9796917,121.5564657
361,臺北市,文山區,萬隆里;,臺北市文山區萬龍社區發展協會,臺北市文山區萬隆里萬隆街25號1樓,謝富美,02-29325047,,25.0002317,121.5380435
362,臺北市,文山區,明義里;,中華民國紅心字會(興隆老人社會關懷照顧據點),臺北市文山區明義里興隆路4段105巷47號,高瑋鴻,02-29367119,,24.9881877,121.5629351
363,臺北市,文山區,萬興里;,台灣美滿家庭社區服務協會,臺北市文山區萬興里指南路2段11號,戴永康,0963-328599,107/10/22,24.9884429,121.5734331
364,臺北市,文山區,明興里;木柵里;,社團法人台北市文山區明興社區發展協會,臺北市文山區明興里木柵路2段109巷25弄6號;興隆路4段61號；秀明路1段19巷1號,鄢健民,2234-0391,096/08/20,24.990145,121.562851
365,臺北市,文山區,景華里;,台灣迦美福音傳播協會,臺北市文山區景華里三福街74巷2號1樓,彭大鈿,0939910698,107/08/20,24.9976063,121.5443476
366,臺北市,文山區,,臺北市文山區興邦里辦公處,臺北市文山區興邦里興隆路2段203巷2弄10號1樓,張朝雄,0975-586972,,25.0013345,121.5498781
367,臺北市,文山區,景仁里;,台北市文山區景人社區發展協會,臺北市文山區景仁里景福街5號1樓,黃淑卿,0937939606,107/10/22,24.9993672,121.5392681
368,臺北市,文山區,萬和里;萬隆里;萬祥里;萬年里;萬盛里;萬有里;,臺北市文山區萬和社區發展協會,臺北市文山區萬和里汀州路4段251、253號1樓,吳祚榮,02-29310147,102/04/01,25.0019051,121.5361621
369,臺北市,文山區,興家里;興得里;興旺里;興光里;,財團法人基督教台灣信義會(家家歌珊堂),臺北市文山區興家里興隆路3段207巷6弄8號,陳碧霞,02-22308169,095/04/28,24.9947931,121.5600352
370,臺北市,文山區,興業里;,社團法人中華民國沐光家園癌友關懷協會,臺北市文山區興業里興隆路2段220巷51-1號,宋碧霞,0922-323338,,24.9996658,121.5520065
371,臺北市,文山區,,社團法人中華恆動能健康促進協會(興安),臺北市文山區興安里興隆路2段88之2號1樓,楊曜榕,0912-868531,,24.9998821,121.548717
372,臺北市,文山區,興旺里;,臺北市文山區興旺社區發展協會,臺北市文山區興旺里福興路27號,廖榮輝,0936-048808,,25.0028099,121.5511204
373,臺北市,文山區,木新里;木柵里;萬芳里;,財團法人臺北市松年長春社會福利基金會(開元),"臺北市文山區木新里開元街25,27號",蔡欣恬,02-2500-0206,,24.9891607,121.5697605
374,臺北市,文山區,,臺北市文山區興業里辦公處,臺北市文山區興業里興隆路2段160號10樓,凌錦成,02-86635005,,25.0015727,121.5514273
375,臺北市,文山區,政大里;,臺北市文山區政大里辦公處,臺北市文山區政大里萬壽路63-2號,陳碧珠,0975-586970,,24.9862123,121.5875271
376,臺北市,文山區,,臺北市文山區興昌里辦公處,臺北市文山區興昌里辛亥路4段101巷85之8號1樓,吳融昊,02-29311528,,25.0065859,121.5593598
377,臺北市,文山區,,臺北市文山區萬盛里辦公處,臺北市文山區萬盛里興隆路1段15號3樓,徐福進,02-29340771,,25.0041559,121.5391666
378,臺北市,文山區,,慈濟文山興德環保教育站,臺北市文山區景行里興德路68-5號,慈濟台北分會,02-27760111,104/09/09,25.0049096,121.5586789
379,臺北市,文山區,,財團法人新北市私立天道總會社會福利慈善事業基金會,臺北市文山區景行里景中街30巷12號4樓之7,張秀玲,0958-958918,,24.9921961,121.5422633
380,臺北市,文山區,萬興里;,臺北市文山區老人服務中心(財團法人恆安社會福利慈善事業基金會),臺北市文山區萬興里萬壽路27號6樓,鄭亦庭,02-22344893#106,098/08/27,24.988685,121.576501
381,臺北市,文山區,萬年里;,臺北市文山區萬年社區發展協會,臺北市文山區萬年里羅斯福路5段150巷35號1樓,邱秋芳,02-86637176,,25.0063887,121.538108
382,臺北市,文山區,順興里;,臺北市文山區順興里辦公處,臺北市文山區順興里興隆路4段165巷50號1樓及保儀路138巷26-28號(司法新村)、木柵忠順廟,李玉賢,0972-246029,,24.9842783,121.5640793
383,臺北市,文山區,,臺北市文山區興福里辦公處,臺北市文山區興福里景華街121巷7弄1號,鄒凱翔,02-29322888,,24.996212,121.5467867
384,臺北市,文山區,順興里;試院里;明義里;忠順里;樟林里;樟腳里;,台北市文山區順興社區發展協會,"臺北市文山區順興里興隆路4段165巷12號1、2樓 ，忠順街2段22號2樓,木新路2段156-1號",張曉蓓,2939-5932,103/09/10,24.9840629,121.5626204
385,臺北市,文山區,木新里;忠順里;萬芳里;指南里;萬興里;,財團法人利伯他茲教育基金會,臺北市文山區木新里永安街1號,劉崇韋,02-29394359,095/04/28,24.9874482,121.5702677
386,臺北市,松山區,慈祐里;新聚里;安平里;,財團法人臺北市松年長春社會福利基金會,臺北市松山區慈祐里饒河街105號1樓、2樓、3樓,周紹鈺,0983-180401,,25.0506047,121.573946
387,臺北市,松山區,復勢里;,財團法人伊甸社會福利基金會,臺北市松山區復勢里八德路3段155巷4弄35號1樓,陳筱鳳,02-25702560#22,,25.0489529,121.5557307
388,臺北市,松山區,東榮里;,臺北市松山區松榮社區發展協會,臺北市松山區東榮里民生東路5段69巷3號1樓,林珍年,0928-107976,,25.0596389,121.558347
389,臺北市,松山區,民福里;,財團法人弘道老人福利基金會(松山) ,臺北市松山區民福里復興北路451號1樓,王姿文,02-66131314,,25.0639844,121.544483
390,臺北市,松山區,東勢里;龍田里;復勢里;,台北市光鹽關懷發展協會,臺北市松山區東勢里南京東路4段107號12樓,林嘉慧,27123242,107/08/20,25.0518739,121.5546651
391,臺北市,松山區,福成里;敦化里;中正里;中崙里;復源里;復勢里;,財團法人臺安基金會(基督復臨安息日會松山教會),臺北市松山區福成里敦化南路1段78號,陳宇珍,02-27716823,,25.047036,121.547877
392,臺北市,松山區,中華里;龍田里;東勢里;,社團法人台灣頌恩活力協會,臺北市松山區中華里敦化北路145巷30號,郭淑如,02-87122215,,25.0539137,121.5520339
393,臺北市,松山區,龍田里;龍田里;,臺北市松山區龍田里辦公處,臺北市松山區龍田里光復北路230巷21號B1,杜璦君,0988-179571,,25.0560788,121.5544669
394,臺北市,松山區,東榮里;精忠里;介壽里;三民里;東昌里;,財團法人台北市二村基石關懷協會,臺北市松山區東榮里民生東路5段69巷2弄10、12號,黃朝窗,02-27632002,103/09/10,25.0597046,121.5584521
395,臺北市,松山區,自強里;,社團法人台北市長期照護發展協會,臺北市松山區自強里三民路35巷9號1樓,陳佳綾,0918-015617,104/05/02,25.0551954,121.5624655
396,臺北市,松山區,安平里;鵬程里;自強里;東光里;,財團法人中華基督教衛理公會恩友堂,臺北市松山區安平里寶清街123號,余文娟,02-27670760,,25.0541612,121.5675772
397,臺北市,松山區,安平里;,臺北市松山區安平社區發展協會,臺北市松山區安平里寶清街42號2樓,李心茜,02-87806411,,25.0531716,121.5676076
398,臺北市,松山區,中正里;,台北市777銀髮族協會,臺北市松山區中正里長安東路2段294號4樓之1,賴孟廷,02-27780757,,,
399,臺北市,松山區,復建里;復源里;美仁里;,臺北市松山區建源社區發展協會,臺北市松山區復建里八德路3段158巷7弄20號(復建區民活動中心)       八德路3段158巷7,王雪玉,02-25791689,094/10/18,25.0473377,121.5560781
400,臺北市,松山區,慈祐里;,臺北市松山區慈祐里辦公處,臺北市松山區慈祐里八德路4段580號1樓,徐巧慧,0988-587216,,25.0496853,121.5720034
401,臺北市,松山區,莊敬里;新益里;,社團法人愛樂福關懷文創發展協會,臺北市松山區莊敬里撫遠街367巷4號1樓,潘鴻恩,02-29625951,,25.0638126,121.5661322
402,臺北市,松山區,吉祥里;,財團法人中華民國佛教慈濟慈善事業基金會,臺北市松山區吉祥里008鄰南京東路5段188號16樓,陳惠仙,02-82281628#14,,25.0518277,121.5574266
403,臺北市,松山區,美仁里;,臺北市體適能指導工作人員職業工會,臺北市松山區美仁里敦化北路3號,簡佑庭,0985-985586,,25.0496452,121.5524318
404,臺北市,松山區,自強里;,中國老人教育協會,臺北市松山區自強里三民路35巷9號2樓,賴俐君,02-27565010,107/07/23,25.0551954,121.5624655
405,臺北市,松山區,東光里;龍田里;精忠里;介壽里;新聚里;三民里;,世界潘氏宗親總會,臺北市松山區東光里南京東路5段29之3號3樓,陳淑珍,02-27678497,,25.0518277,121.5574266
406,臺北市,松山區,復勢里;,財團法人台北市私立永年社會福利慈善基金會,臺北市松山區復勢里光復北路80巷1號1樓,李家瑜,02-25786677#2232,,25.0501986,121.5574079
407,臺北市,松山區,富錦里;富泰里;東榮里;介壽里;三民里;新益里;,中華樂活推廣協會,臺北市松山區富錦里三民路136巷3號,潘美珠,0937-073980,,25.0606379,121.563667
408,臺北市,松山區,精忠里;,臺北市松山區精忠里辦公處,臺北市松山區精忠里民生東路4段133號1樓,賴美旭,0935-934403,,25.057634,121.5376951
409,臺北市,松山區,,財團法人台北市基督教美仁浸信會,臺北市松山區復源里八德路3段106巷106號,湯淑媖,(02)25792065,,25.0450315,121.5541707
410,臺北市,松山區,敦化里;,台北市松山區敦化社區發展協會,臺北市松山區敦化里臺北市松山區敦化里八德路3段12巷5弄16號7樓,陳素鳳,0918-060287,,25.0475654,121.551153
411,臺北市,松山區,新聚里;,臺北市松山區新聚里辦公處,臺北市松山區新聚里南京東路5段374號,郭秀鳳,0988-179585,,25.0515465,121.5696021
412,臺北市,松山區,復勢里;,財團法人雙福社會福利慈善事業基金會(蒙恩),臺北市松山區復勢里光復北路112號8樓,吳慧玲,0921-962292,107/07/24,25.0508432,121.5576923
413,臺北市,松山區,中正里;,臺北市松山區中正里辦公處,臺北市松山區中正里長安東路二段229號12樓,洪樸陽,0937-031518,,25.048396,121.5458902
414,臺北市,松山區,,慈濟松山環保教育站,臺北市松山區介壽里塔悠路214號,慈濟松山聯絡處,02-27485692,104/09/09,25.0578412,121.5690265
415,臺北市,松山區,鵬程里;,財團法人台灣省私立健順養護中心(松山老人服務暨日間照顧中心),臺北市松山區鵬程里健康路317號1樓,劉幸茵,02-27685636,104/03/18,25.0544773,121.5663145
416,臺北市,松山區,東勢里;,臺北市松山區東勢里辦公處,臺北市松山區東勢里南京東路4段133巷8弄17號,盛怡瑩,0988-179575,107/10/08,25.0518,121.5553991
417,臺北市,松山區,,社團法人台北市銀髮族協會(吉仁),臺北市松山區吉仁里八德路3段76號3樓之1,李心茜,0958-526511,,25.0478728,121.5527439
418,臺北市,松山區,安平里;新聚里;東光里;吉祥里;鵬程里;,社團法人台北市銀髮族協會(88),臺北市松山區安平里寶清街42號1樓、2樓,李心茜,02-87806411,,25.0531716,121.5676076
419,臺北市,松山區,東勢里;東光里;中華里;美仁里;復勢里;龍田里;,社團法人台北市向日葵慈善協會,臺北市松山區東勢里南京東路4段133巷7弄9號1樓、7號1樓,陳良銘,02-87706501#22,107/10/02,25.0518,121.5553991
420,臺北市,松山區,松基里;,臺北市松山區松基里辦公處,臺北市松山區松基里長春路339巷2號B1,曹延筱,0988-179579,,25.0552103,121.5452241
421,臺北市,松山區,,臺北市松山區復盛里辦公處,臺北市松山區復盛里市民大道5段99-2號、99-4號,吳湘涵,02-87878787#846,,25.0477764,121.5613993
422,臺北市,松山區,新東里;,臺北市松山區新東社區發展協會,臺北市松山區新東里延壽街3號,呂美惠,02-27664552,106/01/01,25.0574332,121.5690107
423,臺北市,萬華區,,臺北市萬華區忠德里辦公處,臺北市萬華區忠德里東園街66巷24弄1號1樓,施育婷,0913303616,,25.0248918,121.4956157
424,臺北市,萬華區,,臺北市萬華區銘德里辦公處,臺北市萬華區銘德里長泰街219號1樓,羅慧雯,02-23052959,,25.0215669,121.4952062
425,臺北市,萬華區,新和里;忠貞里;新安里;,財團法人一粒麥子社會福利慈善事業基金會,臺北市萬華區忠貞里萬大路237巷13弄3號1樓,林廷芳,02-23320669轉9,095/04/21,25.0267176,121.5009717
426,臺北市,萬華區,壽德里;興德里;全德里;忠貞里;日祥里;新安里;,臺北市萬華區萬大社區發展協會,臺北市萬華區壽德里萬大路329巷25號1樓（里民活動場所）；萬大路329巷27弄4號1樓；萬大路41,鄭麟哲,2309-0713,096/03/28,25.0237479,121.5010896
427,臺北市,萬華區,和德里;,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(雙園靈糧福音中心),臺北市萬華區和德里西園路2段362及 364號4樓、362號5樓,張麗雲,02-23077700,107/07/24,25.0277204,121.4943937
428,臺北市,萬華區,華江里;糖廍里;綠堤里;和德里;,臺北市萬華區華江社區發展協會,臺北市萬華區華江里長順街臨127號,王梧州,02-23081454,107/10/24,25.0319933,121.4896822
429,臺北市,萬華區,,臺北市萬華區菜園社區發展協會,臺北市萬華區菜園里內江街150號2樓,周世雄,02-23888990,,25.0416733,121.5014942
430,臺北市,萬華區,,臺北市萬華區新安里辦公處,臺北市萬華區新安里萬大路187巷8號1樓,翁文文,02-23049324,,,
431,臺北市,萬華區,新和里;忠貞里;日祥里;,臺北市萬華區青年社區發展協會,臺北市萬華區新和里中華路2段416巷9-3、9-4號(青年國宅),黃意捷,02-23037844,107/10/24,25.0267101,121.5044185
432,臺北市,萬華區,新忠里;,台北市萬華區新忠里辦公處,臺北市萬華區新忠里西藏路125巷7號1樓  (里民活動場所),何麗民,02-23392806,,25.0287637,121.5023125
433,臺北市,萬華區,凌霄里;騰雲里;,主愛社會關懷協會,臺北市萬華區凌霄里中華路二段504巷43號1樓,鐘欽漢,02-23031453,,25.0247464,121.5087008
434,臺北市,萬華區,仁德里;,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂,臺北市萬華區仁德里桂林路27號1樓及桂林路31號1樓,蘇嫈雲,02-23315658,,25.0379636,121.5048448
435,臺北市,萬華區,福音里;,社團法人台北市艾馨公益慈善會,臺北市萬華區福音里康定路229號6樓,陳玉珍,02-23366516,107/07/24,25.0353733,121.5013573
436,臺北市,萬華區,,臺北市萬華區綠堤里辦公處,臺北市萬華區綠堤里雙園街91號,邱郁惠,02-23023658,,25.0316079,121.4922044
437,臺北市,萬華區,頂碩里;,臺北市萬華區頂碩里辦公處,臺北市萬華區頂碩里興寧街2號3樓,溫宗霖,02-23027320,113/01/01,25.0322385,121.5020158
438,臺北市,萬華區,糖廍里;,臺北市萬華區糖廍里辦公處,臺北市萬華區糖廍里臺北市萬華區糖廍里大理街106號,葉玲瑜,02-23020211,,25.034233,121.4978362
439,臺北市,萬華區,錦德里;,財團法人環宇國際文化教育基金會(萬華),臺北市萬華區錦德里寶興街136號1樓,王淑玄,02-23098844,,25.0249061,121.494762
440,臺北市,萬華區,雙園里;,財團法人天主教聖母聖心會(萬華小德蘭堂),臺北市萬華區雙園里興寧街70號,侯發德,02-23028934,095/04/28,25.0323563,121.4994604
441,臺北市,萬華區,和德里;,臺北市和德長壽健康促進協會,臺北市萬華區和德里興義街25號,林彥薰,02-23395285,107/10/24,25.0268592,121.4921752
442,臺北市,萬華區,,臺北市體育總會瑜珈協會,臺北市萬華區福星里西寧南路6-1號,林子軒,02-23759900#616,,25.0475663,121.5064195
443,臺北市,萬華區,,慈濟中正萬華環保教育站,臺北市萬華區壽德里艋舺大道466號,慈濟台北分會,02-27760111,104/09/09,25.0276831,121.4898358
444,臺北市,萬華區,壽德里;,臺北市萬華區壽德里辦公處,臺北市萬華區壽德里長泰街45號.47號1F,丁楷瑄,02-23328377,,25.023133,121.500314
445,臺北市,萬華區,,臺北市萬華區福音里辦公處,臺北市萬華區福音里昆明街284號1樓/永福街77號1樓,林佩姍,02-23113699,,25.0389016,121.5027532
446,臺北市,萬華區,騰雲里;,台北市萬華區馬場町社區發展協會,臺北市萬華區騰雲里國興路1巷2-4號,吳文雀,02-23096837,107/10/24,25.0241498,121.5088269
447,臺北市,萬華區,新和里;,臺北市萬華區新和里辦公處,臺北市萬華區新和里台北市萬華區新和里(據點場地1  辦公處)   中華路2段416巷13之1號    (據點場地,蔡雯因,0988179744,107/07/30,25.0269562,121.5042331
448,臺北市,萬華區,保德里;,臺北市萬華區保德社區發展協會,臺北市萬華區保德里東園街140巷8號、10號,楊美女,02-23323337,094/10/18,25.0232728,121.4970914
449,臺北市,萬華區,,臺北市萬華區忠貞里辦公處,臺北市萬華區忠貞里青年路58號,林錫褀,02-23093320,,25.0246187,121.5027869
450,臺北市,萬華區,,財團法人天主教單國璽弱勢族群社福基金會,臺北市萬華區日善里西藏路201號,陳美玲,02-23045899,,25.0276236,121.4991888
451,臺北市,萬華區,萬壽里;福星里;銘德里;,台北市萬壽里辦公處,臺北市萬華區萬壽里康定路19號,吳美玟,0970-778508,,25.0453226,121.5032535
452,臺北市,萬華區,孝德里;,臺北市萬華區孝德里辦公處,臺北市萬華區孝德里德昌街261巷16號1樓,李明芬,02-23321818,,25.022452,121.492269
453,臺北市,萬華區,日祥里;忠貞里;新和里;凌霄里;騰雲里;新安里;,臺北市萬華日祥關懷協會,臺北市萬華區日祥里青年路186-1號,孫世珠,02-23376359,,25.0201451,121.5036802
454,臺北市,萬華區,錦德里;,臺北市萬華區錦德里辦公處,臺北市萬華區錦德里寶興街80巷18號,黃鈺鈞,02-23070898,,25.0257504,121.4939029
455,臺北市,萬華區,,社團法人台北市教會愛幫協會,臺北市萬華區西門里中華路1段144號4樓,陳以捷,02-23116767#406,,25.0438886,121.5088024
456,臺北市,萬華區,壽德里;,中華民國雙囍老人義務教育推廣協會,臺北市萬華區壽德里臺北市萬華區萬青區民活動中心,王怡靜,02-23317158#18,,25.0201924,121.5037159
457,臺北市,萬華區,,臺北市萬華區仁德里辦公處,臺北市萬華區仁德里西寧南路192之2號1樓,許淑惠,02-23316860,,25.0389662,121.5061844